,Medicine_Name,Discounted_Prices,Real_Price,Manufacturer Name,Medicine_Link,Quantity,salts
401,BROADBACT 200 Tablet 10's,  ₹70.46,Rs. 82.81,Kivi Labs Ltd,https://www.netmeds.com/prescriptions/broadbact-200-tablet-10s,*10 Tablet(s) in a Strip,N/A
402,BRUTACEF DS Dry Syrup 30ml,  ₹79.96,₹ 79.96 ,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/brutacef-ds-dry-syrup-30ml,N/A,N/A
403,Brutacef O 200mg Tablet 10'S,  ₹150.00,Rs. 242.00,Mankind Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/brutacef-o-200mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
404,BRYDOQUIN Tablet 10's,  ₹140.00,₹ 140.00 ,BRYDO HEALTHCARE,https://www.netmeds.com/prescriptions/brydoquin-tablet-10s,*10 Tablet(s) in a Strip,N/A
405,BENCEF 750 Injection 1's,  ₹195.00,Rs. 460.00,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/bencef-750-injection-1s,N/A,N/A
406,BENCEF CV 625mg Tablet 10's,  ₹695.00,₹ 695.00 ,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/bencef-cv-625-tablet-10s,*10 Tablet(s) in a Strip,N/A
407,BENLEVO 500mg Tablet 10's,  ₹87.92,Rs. 127.60,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/benlevo-500-tablet-10s,*10 Tablet(s) in a Strip,N/A
408,BEGROEASE 25 Tablet 10's,₹203.00,₹290.00,Leeford Healthcare Ltd (Generics),https://www.netmeds.com/prescriptions/begroease-25-tablet-10s,*10 Tablet(s) in a Strip,N/A
409,BEGROEASE 50 Tablet 10's,₹287.00,₹410.00,Leeford Healthcare Ltd (Generics),https://www.netmeds.com/prescriptions/begroease-50-tablet-10s,*10 Tablet(s) in a Strip,N/A
410,BEGROEASE S 50 Tablet 10's,₹350.00,₹500.00,Leeford Healthcare Ltd (Generics),https://www.netmeds.com/prescriptions/begroease-s-50-tablet-10s,*10 Tablet(s) in a Strip,N/A
411,BEGROEASE S 25 Tablet 10's,₹262.50,₹375.00,Leeford Healthcare Ltd (Generics),https://www.netmeds.com/prescriptions/begroease-s-25-tablet-10s,*10 Tablet(s) in a Strip,N/A
412,BETMIGA 25mg Tablet 10's,  ₹685.20,N/A,Astellas Pharma India Pvt Ltd,https://www.netmeds.com/prescriptions/betmiga-25mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
413,BETMIGA 50mg Tablet 10's,  ₹1066.00,N/A,Astellas Pharma India Pvt Ltd,https://www.netmeds.com/prescriptions/betmiga-50mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
414,Bispec 10mg Tablet 15'S,  ₹850.25,Rs. 398.40,Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/bispec-10mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
415,Bispec 5mg Tablet 15'S,  ₹644.00,Rs. 296.50,Dr. Reddy's Laboratories Ltd,https://www.netmeds.com/prescriptions/bispec-5mg-tablet-15-s,*15 Tablet(s) in a Strip,N/A
416,Bladmir 25mg Tablet 10'S,  ₹250.65,Rs. 238.50,Alembic Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/bladmir-25mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
417,Bladmir 50mg Tablet 10'S,  ₹381.90,Rs. 350.00,Alembic Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/bladmir-50mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
418,BLADMIR S 25 Tablet 10's,  ₹410.60,₹ 410.60 ,Alembic Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/bladmir-s-25-tablet-10s,*10 Tablet(s) in a Strip,N/A
419,BLADMIR S 50 Tablet 10's,  ₹500.00,Rs. 500.00,Alembic Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/bladmir-s-50-tablet-10s,*10 Tablet(s) in a Strip,N/A
420,Blador 50mg Tablet 10'S,  ₹350.40,N/A,Koye Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/blador-50mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
421,Bladospas Tablet 10'S,  ₹120.00,N/A,Theia Health Care Pvt Ltd,https://www.netmeds.com/prescriptions/bladospas-tablet-10-s,*10 Tablet(s) in a Strip,N/A
422,BPHLO DS 8 Capsule 10's,  ₹324.00,Rs. 239.00,Renauxe Pharma India Pvt Ltd,https://www.netmeds.com/prescriptions/bphlo-ds-capsule-10s,*10 Capsule(s) in a Strip,N/A
423,BPHLO S 4 Capsule 10's,  ₹144.00,N/A,Renauxe Pharma India Pvt Ltd,https://www.netmeds.com/prescriptions/bphlo-s-4-capsule-10s,*10 Capsule(s) in a Strip,N/A
424,Botroclot Topical Solution 10ml,  ₹168.00,₹ 168.00 ,Juggat Pharma,https://www.netmeds.com/prescriptions/botroclot-topical-solution-10ml,N/A,N/A
425,BOTROPASE Injection 2ml,  ₹284.50,₹ 284.50 ,Juggat Pharma,https://www.netmeds.com/prescriptions/botropase-injection-2ml,N/A,N/A
426,Botropase Injection 1ml,  ₹162.00,N/A,Juggat Pharma,https://www.netmeds.com/prescriptions/botropase-injection-1ml,N/A,N/A
427,Botrostat Tablet 10'S,  ₹160.90,N/A,Juggat Pharma,https://www.netmeds.com/prescriptions/botrostat-tablet-10-s,*10 Tablet(s) in a Strip,N/A
428,Beparine Cream 15gm,  ₹33.48,N/A,Biological E Ltd,https://www.netmeds.com/prescriptions/beparine-cream-15gm,N/A,Benzyl Nicotinate 3 mg+Heparin 50 IU
429,BIOGREL 75mg Tablet 10's,  ₹47.50,N/A,GUARDEVER LIFE SCIENCES,https://www.netmeds.com/prescriptions/biogrel-75mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
430,BIOPLAT 75mg Tablet 10's,  ₹45.00,N/A,Bios Labs Pvt Ltd,https://www.netmeds.com/prescriptions/bioplat-75mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
431,BIOTOR ASP 10 Capsule 10's,₹19.53,₹21.70,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotor-asp-10-capsule-10s,*10 Capsule(s) in a Strip,N/A
432,BIOTOR ASP 20 Capsule 10's,₹25.74,₹28.60,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotor-asp-20-capsule-10s,*10 Capsule(s) in a Strip,N/A
433,BIOTOR CV 10 Capsule 10's,  ₹104.50,₹ 104.50 ,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotor-cv-10-capsule-10s,*10 Capsule(s) in a Strip,N/A
434,BIOTOR CV 20 Capsule 10's,  ₹132.00,N/A,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotor-cv-20-capsule-10s,*10 Capsule(s) in a Strip,N/A
435,BIOTOR GOLD 10 Capsule 15's,  ₹70.40,Rs. 42.20,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotor-gold-10-capsule-15s,*15 Capsule(s) in a Strip,N/A
436,BIOTOR GOLD 20 Capsule 15's,  ₹105.60,Rs. 161.00,Lividus Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotor-gold-20-capsule-15s,*15 Capsule(s) in a Strip,N/A
437,BIPLATT A 75 Capsule 10's,  ₹41.00,N/A,Ideal Life Sciences(P) Limited,https://www.netmeds.com/prescriptions/biplatt-a-75-capsule-10s,*10 Capsule(s) in a Strip,N/A
438,BIPLATT A 75mg Tablet 10's,  ₹72.00,N/A,Ideal Life Sciences(P) Limited,https://www.netmeds.com/prescriptions/biplatt-a-75mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
439,BIVACARD 250mg Injection 1's,  ₹549.00,N/A,Biocon Ltd,https://www.netmeds.com/prescriptions/bivacard-250mg-injection-1s,N/A,Bivalirudin 250 mg
440,BRIGREL 60 Tablet 10's,  ₹215.00,₹ 215.00 ,Micro Labs Ltd,https://www.netmeds.com/prescriptions/brigrel-60-tablet-10s,*10 Tablet(s) in a Strip,Ticagrelor 60 mg
441,BRIGREL 90mg Tablet 10's,  ₹196.00,N/A,Micro Labs Ltd,https://www.netmeds.com/prescriptions/brigrel-90mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
442,BRILINTA 90mg Tablet 180's,  ₹4980.00,Rs. 385.00,Astrazeneca Pharma India Ltd,https://www.netmeds.com/prescriptions/brilinta-90mg-tablet-180s,*180 Tablet(s) in a Container,N/A
443,Brilinta 60mg Tablet 14'S,  ₹462.00,₹ 462.00 ,Astrazeneca Pharma India Ltd,https://www.netmeds.com/prescriptions/brilinta-60mg-tablet-14-s,*14 Tablet(s) in a Strip,N/A
444,Brilinta 90mg Tablet 14'S,  ₹490.00,Rs. 385.00,Astrazeneca Pharma India Ltd,https://www.netmeds.com/prescriptions/brilinta-90mg-tablet-14-s,*14 Tablet(s) in a Strip,N/A
445,BIOTROM 1mg Tablet 10's,  ₹66.38,N/A,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotrom-1mg-tablet-10s,*10 Tablet(s) in a Strip,Nicoumalone 1 mg
446,BIOTROM 2mg Tablet 10's,  ₹105.00,N/A,Innovative Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/biotrom-2mg-tablet-10s,*10 Tablet(s) in a Strip,N/A
447,BIO D3 MAX Capsule 15's,  ₹429.00,₹ 429.00 ,Macleods Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/bio-d3-max-capsule-15s,*15 Capsule(s) in a Strip,BORON 1.5 mg+CALCITRIOL 0.25 MCG+CALCIUM CARBONATE 500 mg+DOCOSAHEXAENOIC ACID (DHA) 120 mg+EICOSAPENTAENOIC ACID (EPA) 180 mg+FOLIC ACID 400 MCG+MECOBALAMIN(METHYLCOBALAMIN) 1500 MCG
448,BON K2 HD Tablet 10'S,  ₹344.00,₹ 344.00 ,INTEGRACE PVT LTD,https://www.netmeds.com/prescriptions/bon-k2-hd-tablet-10-s,*10 Tablet(s) in a Strip,N/A
449,Bonista Cartridge 1X3ml,₹6049.88,₹7117.50,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/bonista-cartridge-1x3ml,N/A,Teriparatide 750 mcg
450,BIOCOLLAZ AG Gel 10gm,  ₹75.00,N/A,Bion Therapeutics (I) Pvt Ltd,https://www.netmeds.com/prescriptions/biocollaz-ag-gel-10gm,N/A,N/A
451,BURNOSAF PLUS Cream 200gm,  ₹1595.00,N/A,Saf Fermion Ltd,https://www.netmeds.com/prescriptions/burnosaf-plus-cream-200gm,N/A,N/A
452,Bdron 500Mg Tablet 60's,  ₹21600.00,N/A,BDR Pharmaceuticals International Pvt Ltd,https://www.netmeds.com/prescriptions/bdron-500mg-tablet-60-s,*60 Tablet(s) in a Bottle,N/A
453,Bemustin 100mg Injection 1ml,  ₹2684.00,N/A,Panacea Biotec Ltd,https://www.netmeds.com/prescriptions/bemustin-100mg-injection-1ml,N/A,N/A
454,BENDAWEL 100mg Injection 1's,  ₹2692.00,N/A,GETWELL PHARMACEUTICALS,https://www.netmeds.com/prescriptions/bendawel-100mg-injection-1s,N/A,N/A
455,Bendit 100mg Injection 1's,  ₹3643.35,"₹ 3,643.35 ",Natco Pharma Ltd,https://www.netmeds.com/prescriptions/bendit-100mg-injection,N/A,N/A
456,Benzz 100mg Injection 1's,  ₹4400.00,"₹ 4,400.00 ",Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/benzz-100mg-injection,N/A,N/A
457,Bevacirel 400mg Injection 1'S,  ₹51717.78,Rs. 52800.00,Reliance Life Sciences Pvt Ltd,https://www.netmeds.com/prescriptions/bevacirel-400mg-injection-1-s,N/A,N/A
458,Bevarest 100mg Injection 1'S,  ₹14532.00,Rs. 16447.02,Emcure Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/bevarest-100mg-injection-1-s,N/A,N/A
459,Bevetex 100 mg Injection 1'S,  ₹12500.00,"₹ 12,500.00 ",Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/bevetex-100mg-injection-1,N/A,N/A
460,Bicalon 50Mg Tablet 10's,  ₹371.42,N/A,Celon Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/bicalon-50mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
461,Bicatero 50mg Tablet 10'S,  ₹397.50,₹ 397.50 ,Hetero Healthcare Limited,https://www.netmeds.com/prescriptions/bicatero-50mg-tablet-10-s,*10 Tablet(s) in a Strip,N/A
462,BIOGEM 1000mg Injection 1's,  ₹5586.17,N/A,United Biotech Pvt Ltd,https://www.netmeds.com/prescriptions/biogem-1000mg-injection-1-s,N/A,N/A
463,BIOGEM 200mg Injection 1's,  ₹1298.32,N/A,United Biotech Pvt Ltd,https://www.netmeds.com/prescriptions/biogem-200mg-injection-1-s,N/A,N/A
464,Bioposide 100mg Injection 5ml,  ₹172.37,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/bioposide-100mg-injection-5ml,N/A,N/A
465,Biorubin 10mg Injection 1'S,  ₹264.15,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biorubin-10mg-injection,N/A,N/A
466,Biorubin 50mg Injection 1'S,  ₹900.85,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biorubin-50mg-injection,N/A,N/A
467,Biotrexate 500mg Injection 5ml,  ₹1030.00,"₹ 1,030.00 ",Cadila Healthcare Ltd (Zydus),https://www.netmeds.com/prescriptions/biotrexate-500mg-injection-5ml,N/A,N/A
468,Biotrexate 50mg Injection 1'S,  ₹86.70,₹ 86.70 ,Cadila Healthcare Ltd (Zydus),https://www.netmeds.com/prescriptions/biotrexate-50mg-injection,N/A,N/A
469,Biotrexate 15mg Injection 1'S,  ₹86.00,N/A,Cadila Healthcare Ltd (Zydus),https://www.netmeds.com/prescriptions/biotrexate-15mg-injection-1-s,N/A,N/A
470,Biovorin 50mg Injection 5ml,  ₹474.00,₹ 474.00 ,Cadila Healthcare Ltd (Zydus),https://www.netmeds.com/prescriptions/biovorin-50mg-injection-5ml,N/A,N/A
471,Bleocel 15Iu Injection 1's,  ₹634.00,₹ 634.00 ,Celon Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/bleocel-15iu-injection-1-s,N/A,Bleomycin 15 IU
472,BONITAR 400 Tablet 10's,₹2475.00,₹2750.00,Sun Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/bonitar-400-tablet-10s,*10 Tablet(s) in a Strip,Bosutinib 400 mg
473,Bortemap 2mg Injection 1'S,  ₹5254.49,N/A,Rpg Life Sciences Ltd,https://www.netmeds.com/prescriptions/bortemap-2mg-injection-1-s,N/A,N/A
474,Bortenat 2mg Injection 1's,  ₹2787.92,Rs. 2886.40,Natco Pharma Ltd,https://www.netmeds.com/prescriptions/bortenat-2mg-injection,N/A,N/A
475,Bortenat 3.5mg Injection 1's,  ₹4140.68,"₹ 4,140.68 ",Natco Pharma Ltd,https://www.netmeds.com/prescriptions/bortenat-3-5mg-injection,N/A,N/A
476,BORTERO 2mg Injection 1's,  ₹1713.00,N/A,Hetero Healthcare Limited,https://www.netmeds.com/prescriptions/bortero-2mg-injection-10s,N/A,N/A
477,BORTEZOM 2mg Injection 1's,  ₹3740.00,N/A,Aureate Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/bortezom-2mg-injection-1s,N/A,N/A
478,Borviz 2.5Mg Injection 1's,  ₹4607.46,"₹ 4,607.46 ",Intas Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/borviz-2-5mg-injection-1-s,N/A,N/A
479,BOSUTRIS 100 Tablet 120's,  ₹11000.00,"₹ 11,000.00 ",Viatris,https://www.netmeds.com/prescriptions/bosutris-100-tablet-120s,*120 Tablet(s) in a Strip,Bosutinib 100 mg
480,BOSUTRIS 400 Tablet 30's,  ₹8900.00,"₹ 8,900.00 ",Viatris,https://www.netmeds.com/prescriptions/bosutris-400-tablet-30s,*30 Tablet(s) in a Strip,Bosutinib 400 mg
481,BOSUTRIS 500 Tablet 30's,  ₹11000.00,N/A,Viatris,https://www.netmeds.com/prescriptions/bosutris-500-tablet-30s,*30 Tablet(s) in a Strip,Bosutinib 500 mg
482,BOSUVI 400mg Tablet 30's,  ₹10200.00,N/A,Glenmark Pharmaceuticals Ltd,https://www.netmeds.com/prescriptions/bosuvi-400mg-tablet-60s,*30 Tablet(s) in a Strip,Bosutinib 400 MG
483,Bucelon 2Mg Tablet 25's,  ₹95.00,N/A,Celon Laboratories Pvt Ltd,https://www.netmeds.com/prescriptions/bucelon-2mg-tablet-25-s,*25 Tablet(s) in a Strip,N/A
484,Buselin 7mg Injection 7ml,  ₹3490.21,N/A,Samarth Life Sciences Pvt Ltd,https://www.netmeds.com/prescriptions/buselin-7mg-injection-7ml,N/A,N/A
485,BDENZA 40 Capsule 28's,  ₹17983.91,Rs. 8700.00,BDR Pharmaceuticals International Pvt Ltd,https://www.netmeds.com/prescriptions/bdenza-40-capsule-28s,*28 Capsule(s) in a Strip,N/A
486,BDENZA 80 Capsule 14's,  ₹6120.00,Rs. 8700.00,BDR Pharmaceuticals International Pvt Ltd,https://www.netmeds.com/prescriptions/bdenza-80-capsule-14s,*14 Capsule(s) in a Strip,N/A
487,BIOMAB EGFR Injection 4x10ml,₹56744.07,₹59730.60,Biocon Biologics India Ltd,https://www.netmeds.com/prescriptions/biomab-egfr-injection-4x10ml,N/A,Nimotuzumab 50 mg
488,BORTETHER 2 Injection 1's,  ₹5252.00,N/A,Therdose Pharma Pvt Ltd,https://www.netmeds.com/prescriptions/bortether-2-injection-1s,N/A,N/A
489,B Liv Tablet 10'S,  ₹230.00,₹ 230.00 ,Med Manor Organics Pvt Ltd,https://www.netmeds.com/prescriptions/b-liv-tablet-10-s,*10 Tablet(s) in a Strip,L ORNITHINE L ASPARTATE 75 mg+METADOXINE 250 mg+Pyridoxine Hydrochloride(Vit B6) 3 MG+SILYMARIN 70MG
490,B GLOW LITE Soap 75gm,  ₹165.00,N/A,Rely On Pharmaceuticals,https://www.netmeds.com/prescriptions/b-glow-lite-soap-75gm,N/A,N/A
491,BELGLOW Soap 75gm,  ₹199.00,N/A,Bellissa Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/belglow-soap-75gm,N/A,N/A
492,BELLISSA BABY Soap 75gm,  ₹175.00,N/A,Bellissa Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/bellissa-baby-soap-75gm,N/A,N/A
493,BEPEROX CLEANSING Bar 75gm,  ₹155.00,N/A,Caryota Lifesciences India Pvt Ltd,https://www.netmeds.com/prescriptions/beperox-cleansing-bar-75gm,N/A,N/A
494,BEZOXID Soap 75gm,  ₹120.00,N/A,CORNEUM BIOTECH,https://www.netmeds.com/prescriptions/bezoxid-soap-75gm,N/A,N/A
495,BIOCHEMS NEEM Soap 75gm,  ₹97.25,₹ 97.25 ,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biochems-neem-soap-75gm,N/A,Aloe Vera 1 %+Glycerin 1 %+Neem Extract 1 %
496,BIOCUTIS Face Wash 100ml,  ₹329.00,N/A,Syscutis Healthcare,https://www.netmeds.com/prescriptions/biocutis-face-wash-100ml,N/A,N/A
497,Blise Face Wash Gel 100gm,  ₹389.00,₹ 389.00 ,Ajanta Pharma Ltd,https://www.netmeds.com/prescriptions/blise-face-wash-gel-100gm,N/A,N/A
498,BRILANTE INTENSE BRIGHTENING Cleanser 50ml,  ₹689.00,₹ 689.00 ,Regaliz Medicare Ltd,https://www.netmeds.com/prescriptions/brilante-intense-brightening-cleanser-50ml,N/A,N/A
499,BRILANTE INTENSE BRIGHTENING Cleanser 100ml,  ₹599.00,N/A,Regaliz Medicare Ltd,https://www.netmeds.com/prescriptions/brilante-intense-brightening-cleanser-100ml,N/A,N/A
500,BUBBLEBATH BABY Bathing Bar 75gm,  ₹160.00,N/A,MATRIX PHARMA CHEM (INDIA) PVT LTD,https://www.netmeds.com/prescriptions/bubblebath-baby-bathing-bar-75gm,N/A,N/A
501,BELLISSA Soap 75gm,  ₹159.00,N/A,Bellissa Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/bellissa-soap-75gm,N/A,N/A
502,BUBBLEWASH Face Wash 100ml,  ₹690.00,N/A,Dermajoint India,https://www.netmeds.com/prescriptions/bubblewash-face-wash-100ml,N/A,N/A
503,B GLOW RADIANCE Face Wash 75gm,  ₹210.00,N/A,Rely On Pharmaceuticals,https://www.netmeds.com/prescriptions/b-glow-radiance-face-wash-75gm,N/A,N/A
504,BIOCIL MPS (MINT) Suspension 170ml,₹82.46,₹117.80,Cadila Healthcare Ltd (Zydus) (Generics),https://www.netmeds.com/prescriptions/biocil-mps-mint-suspension-170ml,N/A,Zydus Healthcare Ltd
505,BIOFFIN Suspension 170ml,₹88.62,₹126.60,German Remedies Pharmaceuticals Pvt Ltd,https://www.netmeds.com/prescriptions/bioffin-suspension-170ml,N/A,Liquid Paraffin 3.75 ml+Milk Of Magnesia 11.25 ml
506,BIOLAX Syrup 100ml,  ₹72.00,N/A,MAXIS PHARMACEUTICALS,https://www.netmeds.com/prescriptions/biolax-syrup-100ml,N/A,N/A
507,BISFLOW Tablet 10's,  ₹10.00,N/A,SMART LABORATORIES PVT LTD,https://www.netmeds.com/prescriptions/bisflow-tablet-10s,*10 Tablet(s) in a Strip,N/A
508,Bowlease Syrup 60ml,  ₹78.12,N/A,Lark Laboratories India Ltd,https://www.netmeds.com/prescriptions/bowlease-syrup-60ml,N/A,N/A
509,BULKOBEST LEMON FLAVOR Oral Solution 160ml,  ₹459.80,₹ 459.80 ,TAS MED INDIA PVT LTD,https://www.netmeds.com/prescriptions/bulkobest-lemon-flavor-oral-solution-160ml,N/A,N/A
510,BISACOLAX 5 Tablet 10's,₹7.57,₹10.82,Helios Laboratories,https://www.netmeds.com/prescriptions/bisacolax-5-tablet-10s,*10 Tablet(s) in a Strip,N/A
511,BOWMUV ADDED PINEAPPLE FLAVOUR Sachet 7's,  ₹185.00,₹ 185.00 ,Inzpera Healthsciences Ltd,https://www.netmeds.com/prescriptions/bowmuv-added-pineapple-flavour-sachet-7s,N/A,N/A
512,BACANTUS Syrup 100ml,  ₹100.00,N/A,Bacans Biotech Private Limited,https://www.netmeds.com/prescriptions/bacantus-syrup-100ml,N/A,N/A
513,BANOCOF SUGAR FREE Syrup 100ml,  ₹69.90,N/A,Aareen Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/banocof-sugar-free-syrup-100ml,N/A,Ambroxol 15 mg+Guaiphenesin 50 mg+Menthol 1 mg+Terbutaline 1.25 mg
514,BARKEIT Tablet 10's,  ₹114.40,N/A,Sanzyme Pvt Ltd,https://www.netmeds.com/prescriptions/barkeit-tablet-10-s,*10 Tablet(s) in a Strip,N/A
515,BECOFDRYL Syrup 100ml,  ₹95.00,N/A,MENDBRISK PHARMACEUTICALS PVT LTD,https://www.netmeds.com/prescriptions/becofdryl-syrup-100ml,N/A,N/A
516,Benadryl Cough Formula Syrup 150ml,₹126.90,₹141.00,Johnson & Johnson Pvt Ltd,https://www.netmeds.com/prescriptions/benadryl-cough-formula-syrup-150ml,N/A,N/A
517,Benadryl Cough Formula Syrup 50ml,₹64.80,₹72.00,Johnson & Johnson Pvt Ltd,https://www.netmeds.com/prescriptions/benadryl-cough-formula-syrup-50ml,N/A,N/A
518,Benadryl Cough Formula Syrup 450ml,₹225.90,₹251.00,Johnson & Johnson Pvt Ltd,https://www.netmeds.com/prescriptions/benadryl-cough-formula-syrup-450ml,N/A,N/A
519,Benadryl DR Dry Cough Active Relief Syrup 50ml,₹67.50,₹75.00,Johnson & Johnson Pvt Ltd,https://www.netmeds.com/prescriptions/benadryl-dr-syrup-50ml,N/A,N/A
520,Benadryl DR Dry Cough Active Relief Syrup 100ml,₹110.70,₹123.00,Johnson & Johnson Pvt Ltd,https://www.netmeds.com/prescriptions/benadryl-dr-syrup-100ml,N/A,N/A
521,BENADRYL DR KIDS MIXED FRUIT FLAVOUR Syrup 100ml,₹71.40,₹84.00,Johnson & Johnson Pvt Ltd,https://www.netmeds.com/prescriptions/benadryl-dr-kids-mixed-fruit-flavour-syrup-100ml,N/A,Dextromethorphan 7.5 mg
522,Bentamin AP Syrup 100ml,  ₹55.00,N/A,Intra Labs India Pvt Ltd,https://www.netmeds.com/prescriptions/bentamin-ap-syrup-100ml,N/A,Ambroxol 15 mg+Chlorpheniramine 2 mg+Guaiphenesin 50 mg+Menthol 1 mg+Phenylephrine 5 mg
523,BENZ PEARLS Capsule 10's,  ₹88.60,₹ 88.60 ,Lupin Ltd,https://www.netmeds.com/prescriptions/benz-pearls-capsule-10s,*10 Capsule(s) in a Strip,N/A
524,Beridil Syrup 100ml,  ₹72.00,N/A,Viilbery Healthcare Pvt Ltd,https://www.netmeds.com/prescriptions/beridil-syrup-100ml,N/A,N/A
525,BINGO DX Syrup 60ml,  ₹57.00,₹ 57.00 ,NEXTGEN HEALTH CARE,https://www.netmeds.com/prescriptions/bingo-dx-syrup-60ml,N/A,Chlorpheniramine Maleate 2 mg+Dextromethorphan 15 mg+Phenylephrine 5 mg
526,BINGO X Cough Syrup 100ml,  ₹82.00,N/A,NEXTGEN HEALTH CARE,https://www.netmeds.com/prescriptions/bingo-x-cough-syrup-100ml,N/A,N/A
527,BIOCHEMDRYL Syrup 100ml,₹88.62,₹126.60,Cadila Healthcare Ltd (Zydus) (Generics),https://www.netmeds.com/prescriptions/biochemdryl-syrup-100ml,N/A,Ammonium Chloride 138 mg+Diphenhydramine 14.08 mg+Sodium Citrate 57.03 mg
528,BIOCHEMDRYL Syrup 60ml,  ₹82.30,Rs. 85.00,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biochemdryl-syrup-60ml,N/A,N/A
529,BIOCHEMDRYL Capsule 10's,  ₹47.90,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biochemdryl-capsule-10s,*10 Capsule(s) in a Strip,Diphenhydramine 25 mg
530,BIOCHEMDRYL CR Syrup 100ml,  ₹135.35,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biochemdryl-cr-syrup-100ml,N/A,Ambroxol 15 mg+Guaiphenesin 100 mg
531,BIOCHEMDRYL DR Syrup 100ml,  ₹115.55,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biochemdryl-dr-syrup-100ml,N/A,Dextromethorphan 15 mg
532,BIOCOF BLUE Syrup 60ml,  ₹63.80,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biocof-blue-syrup-60ml,N/A,N/A
533,BIOCOF JUNIOR Syrup 60ml,  ₹58.30,N/A,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biocof-junior-syrup-60ml,N/A,Chlorpheniramine Maleate 2 mg+Dextromethorphan 10 mg+Phenylephrine 2.5 mg
534,BIOCOF NEW Syrup 100ml,  ₹107.10,₹ 107.10 ,Biochem Pharmaceutical Industries Ltd,https://www.netmeds.com/prescriptions/biocof-new-syrup-100ml,N/A,Chlorpheniramine 2 mg+Dextromethorphan 10 mg+Phenylephrine 2.5 mg
535,BIOKOF Syrup 100ml,  ₹90.00,₹ 90.00 ,Biovitamins Private Limited,https://www.netmeds.com/prescriptions/biokof-syrup-100ml,N/A,N/A
